player_id,player_name,position_group,wiki_title,wiki_url,summary,categories
00-0015601,Aaron Stecker,RB,Aaron Stecker,https://en.wikipedia.org/wiki/Aaron_Stecker,"Aaron Stecker (born November 13, 1975) is an American former professional football player who was a running back in the National Football League (NFL). He played college football for the Western Illinois Leathernecks and Wisconsin Badgers. He was signed by the Chicago Bears as an undrafted free agent in 1999.
Stecker also played for the Tampa Bay Buccaneers, New Orleans Saints, and Atlanta Falcons. He earned a Super Bowl ring with the Buccaneers in Super Bowl XXXVII.
Mainly used as a backup for most of his career, Stecker started 14 games during his five years with the Saints, and also often served as a kick returner for both Tampa Bay and New Orleans.
On April 20, 2010, Stecker announced that he was retiring from football, although later in 2010, he worked out for, but did not sign with, the Green Bay Packers.","1975 births | All Wikipedia articles written in American English | All articles with dead external links | American football running backs | Articles with dead external links from September 2018 | Articles with permanently dead external links | Articles with short description | Atlanta Falcons players | Chicago Bears players | Living people | New Orleans Saints players | People from Ashwaubenon, Wisconsin | Players of American football from Green Bay, Wisconsin | Scottish Claymores players | Short description matches Wikidata | Sportspeople from Brown County, Wisconsin | Tampa Bay Buccaneers players | Use American English from March 2024 | Use mdy dates from June 2024 | Webarchive template wayback links | Western Illinois Leathernecks football players | Wisconsin Badgers football players | World Bowl MVPs"
00-0000003,Abdul-Karim al-Jabbar,RB,Abdul-Karim al-Jabbar,https://en.wikipedia.org/wiki/Abdul-Karim_al-Jabbar,"Abdul-Karim al-Jabbar (born Sharmon Shah; June 28, 1974),  known previously as Karim Abdul-Jabbar, is an American former professional football player who was a running back in the National Football League (NFL). Abdul-Karim played college football for the UCLA Bruins, earning second-team All-American honors in 1995. He was selected in the third round of the 1996 NFL draft by the Miami Dolphins. He also played for the Cleveland Browns and Indianapolis Colts.",1974 births | 20th-century African-American sportsmen | 20th-century American sportsmen | 21st-century African-American sportsmen | 21st-century American sportsmen | African-American Muslims | All Wikipedia articles written in American English | American football running backs | Articles with short description | Cleveland Browns players | Converts to Islam | Indianapolis Colts players | Living people | Miami Dolphins players | Muslims from California | Players of American football from Los Angeles | Short description matches Wikidata | Susan Miller Dorsey High School alumni | UCLA Bruins football players | Use American English from December 2019 | Use mdy dates from March 2024
00-0031965,Abou Toure,RB,2026 FIFA World Cup squads,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,"The 2026 FIFA World Cup is an international football tournament which will be held in Canada, Mexico, and United States, from June 11 to July 19, 2026. The 48 national teams involved in the tournament will be required to register a squad of up to 26 players, including three goalkeepers. Only players in these squads will eligible to take part in the tournament.
A provisional release list of between 35 and 55 players per national team had to be submitted to FIFA by May 11, 2026, one month prior to the opening match of the tournament. The release lists will not be made public by FIFA. From the preliminary squad, the final list of at least 23 and at most 26 players per national team will be submitted to FIFA by June 1, ten days prior to the opening match of the tournament. In the event that a player on the submitted squad list suffers from an injury or illness prior to his team's first match of the tournament, that player could be replaced at any time up to 24 hours before their first match. The team doctor and the FIFA General Medical Officer have to both confirm that the injury or illness is severe enough to prevent the player from participating in the tournament. Replacement players do not need to be limited to the preliminary list.
The position listed for each player is per the official squad list published by FIFA. The age listed for each player is as of June 11, 2026, the first day of the tournament. The numbers of caps and goals listed for each player do not include any matches played after the start of the tournament. The club listed is the club for which the player last played a competitive match prior to the tournament. The nationality for each club reflects the national association (not the league) to which the club is affiliated. A flag is included for coaches who are of a different nationality to their team.

",2026 FIFA World Cup | All Wikipedia articles written in American English | All articles needing additional references | Articles needing additional references from May 2026 | Articles with short description | CS1 Arabic-language sources (ar) | CS1 Bosnian-language sources (bs) | CS1 Croatian-language sources (hr) | CS1 Czech-language sources (cs) | CS1 Dutch-language sources (nl) | CS1 French-language sources (fr) | CS1 German-language sources (de) | CS1 Haitian Creole-language sources (ht) | CS1 Korean-language sources (ko) | CS1 Norwegian-language sources (no) | CS1 Persian-language sources (fa) | CS1 Portuguese-language sources (pt) | CS1 Spanish-language sources (es) | CS1 Swedish-language sources (sv) | CS1 Turkish-language sources (tr) | CS1 Uzbek-language sources (uz) | FIFA World Cup squads | Interlanguage link template existing link | Official website not in Wikidata | Pages calling interlanguage link with many languages | Short description is different from Wikidata | Use American English from May 2026 | Use mdy dates from May 2026
00-0037546,Abram Smith,RB,Abram Smith (American football),https://en.wikipedia.org/wiki/Abram_Smith_(American_football),"Abram Smith (born September 14, 1998) is an American football running back for the DC Defenders of the United Football League (UFL). He played college football at Baylor.","1998 births | American football linebackers | American football running backs | Articles with short description | Baylor Bears football players | DC Defenders players | Living people | Minnesota Vikings players | New Orleans Saints players | Players of American football from Abilene, Texas | Short description matches Wikidata | Use mdy dates from June 2024"
00-0035716,Aca'Cedric Ware,RB,Michael Harper (gridiron football),https://en.wikipedia.org/wiki/Michael_Harper_(gridiron_football),"Michael Harper (born May 11, 1961) is an American former football player. He played professionally as a wide receiver in the National Football League (NFL) for the New York Jets and in the Canadian Football League (NFL) for the Calgary Stampeders. Harper played college football for the USC Trojans.","1961 births | 20th-century American sportsmen | All stub articles | American football running backs | American football wide receiver, 1960s birth stubs | American football wide receivers | Articles with short description | Calgary Stampeders players | Canadian football wide receivers | Living people | Los Angeles Rams players | New York Jets players | Players of American football from Kansas City, Missouri | Players of Canadian football from Kansas City, Missouri | Short description is different from Wikidata | USC Trojans football players | Use mdy dates from June 2024"
00-0035086,Adam Choice,RB,Adam Choice,https://en.wikipedia.org/wiki/Adam_Choice,"Adam Choice (born November 30, 1995) is an American former professional football player who was a running back in the National Football League (NFL). He played college football for the Clemson Tigers.","1995 births | 21st-century American sportsmen | All Wikipedia articles written in American English | All stub articles | American football running back, 1990s birth stubs | American football running backs | Articles with short description | Clemson Tigers football players | Living people | Players of American football from Thomasville, Georgia | Seattle Seahawks players | Short description is different from Wikidata | Use American English from April 2025 | Use mdy dates from November 2023"
00-0036727,Adam Prentice,RB,Adam Prentice,https://en.wikipedia.org/wiki/Adam_Prentice,"Adam M. Prentice (born January 16, 1997) is an American professional football fullback for the Denver Broncos of the National Football League (NFL). He played college football for the Colorado State Rams and South Carolina Gamecocks and was signed by the Broncos as an undrafted free agent in 2021. He has also played for the New Orleans Saints.
In addition to his usage as a fullback, Prentice has also occasionally played running back (halfback/tailback), often playing running back either as a situational ballcarrier or a pass blocker/pass protector.","1997 births | American football fullbacks | Articles with short description | Colorado State Rams football players | Commons category link from Wikidata | Date of birth not in Wikidata | Denver Broncos currentteam parameter articles | Denver Broncos players | Living people | New Orleans Saints players | Players of American football from Fresno County, California | Short description is different from Wikidata | South Carolina Gamecocks football players | Use mdy dates from March 2024"
00-0020142,Adam Wright,RB,Ceyair Wright,https://en.wikipedia.org/wiki/Ceyair_Wright,"Ceyair J. Wright (born December 19, 2002) is an American professional football cornerback for the Cincinnati Bengals of the National Football League (NFL). He played college football for the USC Trojans and Nebraska Cornhuskers. Wright is also an actor most known for his role in Space Jam: A New Legacy.",2002 births | 21st-century American male actors | American football cornerbacks | Articles with short description | Cincinnati Bengals players | Living people | Loyola High School (Los Angeles) alumni | Male actors from Los Angeles | Nebraska Cornhuskers football players | Players of American football from Los Angeles | Short description is different from Wikidata | USC Trojans football players | Use mdy dates from December 2024
00-0022883,Adimchinobi Echemandu,RB,Adimchinobe Echemandu,https://en.wikipedia.org/wiki/Adimchinobe_Echemandu,"Adimchinobe Echemandu (born November 21, 1981) is a Nigerian-American former professional football running back who played in the National Football League (NFL). He was selected by the Cleveland Browns in the seventh round of the 2004 NFL draft. He played college football at California.","1981 births | All articles with dead external links | American football running backs | Articles with dead external links from October 2016 | Articles with permanently dead external links | Articles with short description | California Golden Bears football players | Cleveland Browns players | Hawthorne High School (California) alumni | Houston Texans players | Living people | Minnesota Vikings players | Nigerian emigrants to the United States | Nigerian players of American football | Oakland Raiders players | Players of American football from Hawthorne, California | Players of American football from Lagos | Short description is different from Wikidata | Use mdy dates from June 2024"
00-0036000,Adrian Killins,RB,Adrian Killins,https://en.wikipedia.org/wiki/Adrian_Killins,"Adrian Killins Jr. (born January 2, 1998) is an American former professional football running back. He played college football for the UCF Knights. He played for the Philadelphia Eagles of the National Football League (NFL) and Arlington Renegades of the XFL.","1998 births | American football running backs | Articles with short description | Commons category link from Wikidata | Dallas Renegades players | Denver Broncos players | Houston Roughnecks players | Living people | Philadelphia Eagles players | Players of American football from Daytona Beach, Florida | Short description matches Wikidata | UCF Knights football players | Use mdy dates from October 2020 | Webarchive template wayback links"
00-0011869,Adrian Murrell,RB,Adrian Murrell,https://en.wikipedia.org/wiki/Adrian_Murrell,"Adrian Byran Murrell (born October 16, 1970) is an American former professional football player who was a running back in the National Football League (NFL).  He was selected by the New York Jets in the fifth round of the 1993 NFL draft after playing college football for the West Virginia Mountaineers.  Murrell played in the NFL for nine seasons from 1993 to 2000 and 2003.","1970 births | 20th-century African-American sportsmen | 20th-century American sportsmen | 21st-century African-American sportsmen | 21st-century American sportsmen | All BLP articles lacking sources | All Wikipedia articles written in American English | American football running backs | Arizona Cardinals players | Articles with short description | BLP articles lacking sources from October 2010 | CS1 maint: deprecated archival service | Dallas Cowboys players | Living people | New York Jets players | Players of American football from Fayetteville, North Carolina | Players of American football from Honolulu County, Hawaii | Short description matches Wikidata | Use American English from February 2024 | Use mdy dates from June 2024 | Washington Redskins players | West Virginia Mountaineers football players"
00-0021306,Adrian Peterson,RB,Adrian Peterson,https://en.wikipedia.org/wiki/Adrian_Peterson,"Adrian Lewis Peterson (né Brown; born March 21, 1985) is an American former professional football running back. Peterson played 15 seasons in the National Football League (NFL). He is widely considered to be one of the greatest running backs in football history. He played college football for the Oklahoma Sooners, setting the freshman rushing record with 1,925 yards in 2004. Named a unanimous All-American that year, he became the first freshman to finish as a runner-up in the Heisman Trophy balloting. Peterson finished his college career as the Sooners' third-all-time leading rusher.
He was selected by the Minnesota Vikings seventh overall in the 2007 NFL draft. As a rookie, he set an NFL record for the most rushing yards in a single game (296) and was named NFL Offensive Rookie of the Year. He was then named the MVP for his performance in the Pro Bowl, and became only the fifth player in NFL history to gain more than 3,000 yards through his first two seasons. In 2010, he became the fifth-soonest player to run for 5,000 yards, doing so in his 51st game.
Peterson tore both his anterior cruciate and medial collateral ligaments in a game in late 2011. Despite that, he returned by the start of the 2012 season, and ended it with 2,097 rushing yards, just nine yards shy of breaking Eric Dickerson's single-season record. For his efforts, he received the NFL MVP Award, the most recent nonquarterback to win the award. In 2013, Peterson became the third-soonest player to reach 10,000 rushing yards in NFL history.
In 2014, Peterson was indicted by a grand jury in Texas on charges of reckless or negligent injury to a child that occurred earlier that year, and was suspended for the rest of the season. A free agent coming into the 2017 season, Peterson signed a two-year contract with the New Orleans Saints, but was traded to the Arizona Cardinals midseason before being released following the season's end. Following that, Peterson played for the Washington Redskins, Detroit Lions, Tennessee Titans, and Seattle Seahawks.","1985 births | 21st-century African-American sportsmen | 21st-century American sportsmen | African-American Christians | All-American college football players | All Wikipedia articles written in American English | All articles with unsourced statements | American football running backs | Arizona Cardinals players | Articles with short description | Articles with unsourced statements from January 2023 | Articles with unsourced statements from March 2017 | CS1 maint: deprecated archival service | Commons category link is on Wikidata | Detroit Lions players | Living people | Minnesota Vikings players | NFL Comeback Player of the Year winners | NFL Most Valuable Player winners | NFL Offensive Player of the Year winners | NFL Offensive Rookie of the Year winners | National Conference Pro Bowl players | New Orleans Saints players | Oklahoma Sooners football players | Pages using multiple image with auto scaled images | Players of American football from Anderson County, Texas | Players of American football from Harris County, Texas | Players of American football from Montgomery County, Texas | Seattle Seahawks players | Short description matches Wikidata | Sportspeople from Palestine, Texas | Sportspeople from The Woodlands, Texas | Sportspeople in ESPN The Magazine's Body Issue | Tennessee Titans players | Unconferenced Pro Bowl players | Use American English from December 2025 | Use mdy dates from January 2026 | Washington Redskins players"
00-0025394,Adrian Peterson,RB,Adrian Peterson,https://en.wikipedia.org/wiki/Adrian_Peterson,"Adrian Lewis Peterson (né Brown; born March 21, 1985) is an American former professional football running back. Peterson played 15 seasons in the National Football League (NFL). He is widely considered to be one of the greatest running backs in football history. He played college football for the Oklahoma Sooners, setting the freshman rushing record with 1,925 yards in 2004. Named a unanimous All-American that year, he became the first freshman to finish as a runner-up in the Heisman Trophy balloting. Peterson finished his college career as the Sooners' third-all-time leading rusher.
He was selected by the Minnesota Vikings seventh overall in the 2007 NFL draft. As a rookie, he set an NFL record for the most rushing yards in a single game (296) and was named NFL Offensive Rookie of the Year. He was then named the MVP for his performance in the Pro Bowl, and became only the fifth player in NFL history to gain more than 3,000 yards through his first two seasons. In 2010, he became the fifth-soonest player to run for 5,000 yards, doing so in his 51st game.
Peterson tore both his anterior cruciate and medial collateral ligaments in a game in late 2011. Despite that, he returned by the start of the 2012 season, and ended it with 2,097 rushing yards, just nine yards shy of breaking Eric Dickerson's single-season record. For his efforts, he received the NFL MVP Award, the most recent nonquarterback to win the award. In 2013, Peterson became the third-soonest player to reach 10,000 rushing yards in NFL history.
In 2014, Peterson was indicted by a grand jury in Texas on charges of reckless or negligent injury to a child that occurred earlier that year, and was suspended for the rest of the season. A free agent coming into the 2017 season, Peterson signed a two-year contract with the New Orleans Saints, but was traded to the Arizona Cardinals midseason before being released following the season's end. Following that, Peterson played for the Washington Redskins, Detroit Lions, Tennessee Titans, and Seattle Seahawks.","1985 births | 21st-century African-American sportsmen | 21st-century American sportsmen | African-American Christians | All-American college football players | All Wikipedia articles written in American English | All articles with unsourced statements | American football running backs | Arizona Cardinals players | Articles with short description | Articles with unsourced statements from January 2023 | Articles with unsourced statements from March 2017 | CS1 maint: deprecated archival service | Commons category link is on Wikidata | Detroit Lions players | Living people | Minnesota Vikings players | NFL Comeback Player of the Year winners | NFL Most Valuable Player winners | NFL Offensive Player of the Year winners | NFL Offensive Rookie of the Year winners | National Conference Pro Bowl players | New Orleans Saints players | Oklahoma Sooners football players | Pages using multiple image with auto scaled images | Players of American football from Anderson County, Texas | Players of American football from Harris County, Texas | Players of American football from Montgomery County, Texas | Seattle Seahawks players | Short description matches Wikidata | Sportspeople from Palestine, Texas | Sportspeople from The Woodlands, Texas | Sportspeople in ESPN The Magazine's Body Issue | Tennessee Titans players | Unconferenced Pro Bowl players | Use American English from December 2025 | Use mdy dates from January 2026 | Washington Redskins players"
00-0025637,Ahmad Bradshaw,RB,Ahmad Bradshaw,https://en.wikipedia.org/wiki/Ahmad_Bradshaw,"Ahmad Bradshaw (born March 19, 1986) is an American former professional football player who was a running back in the National Football League (NFL). He played college football for the Marshall Thundering Herd. Bradshaw was selected in the seventh round of the 2007 NFL draft by the New York Giants. He is a two-time Super Bowl champion, winning Super Bowls XLII and XLVI as a member of the Giants, defeating the New England Patriots each time. He was the leading rusher in each game, becoming one of eight running backs in NFL history to be the leading rusher in two Super Bowls.","1986 births | 21st-century African-American sportsmen | 21st-century American sportsmen | American football running backs | Articles with short description | Commons category link from Wikidata | Indianapolis Colts players | Living people | Marshall Thundering Herd football players | New York Giants players | People from Bluefield, Virginia | Players of American football from Virginia | Short description matches Wikidata | The Spring League players | Use mdy dates from May 2026 | Virginia Cavaliers football players"
00-0006305,Ahman Green,RB,Ahman Green,https://en.wikipedia.org/wiki/Ahman_Green,"Ahman Rashad Green (; born February 16, 1977) is an American former professional football running back who played 12 seasons in the National Football League (NFL). He played college football for the Nebraska Cornhuskers, earning second-team All-American honors in 1997. Green was selected by the Seattle Seahawks in the third round of the 1998 NFL draft, playing there for two seasons before being traded to the Green Bay Packers, with whom he played for eight of the next ten seasons. Green also played for the Houston Texans, and was a four-time Pro Bowl selection with the Packers, where he holds the franchise record for rushing yards. He was the head esports coach at Lakeland University until the end of 2022.","1977 births | 21st-century American sportsmen | African-American Muslims | All Wikipedia articles written in American English | American football running backs | Articles with short description | CS1 maint: bot: original URL status unknown | CS1 maint: deprecated archival service | Commons category link from Wikidata | Esports coaches | Green Bay Packers Hall of Fame | Green Bay Packers players | Houston Texans players | Living people | National Conference Pro Bowl players | Nebraska Cornhuskers football players | Omaha Central High School alumni | Omaha Nighthawks players | Players of American football from Omaha, Nebraska | Seattle Seahawks players | Short description is different from Wikidata | University of Nebraska–Lincoln faculty | Use American English from February 2023 | Use mdy dates from January 2019 | Webarchive template wayback links"
00-0024489,Ahmard Hall,RB,Ahmard Hall,https://en.wikipedia.org/wiki/Ahmard_Hall,"Ahmard Rashad Hall (born November 13, 1979) is an American former professional football player who was a fullback for the Tennessee Titans of the National Football League (NFL). He played college football for the Texas Longhorns and was originally signed by the Titans as an undrafted free agent in 2006. He is also a United States Marine.","1979 births | All Wikipedia articles written in American English | American football fullbacks | Angleton High School alumni | Articles with short description | Living people | Players of American football from Galveston, Texas | Short description is different from Wikidata | Tennessee Titans players | Texas Longhorns football players | United States Marine Corps personnel of the War in Afghanistan (2001–2021) | United States Marines | Use American English from June 2025 | Use mdy dates from June 2024"
00-0039516,Aidan Robbins,RB,Aidan Robbins,https://en.wikipedia.org/wiki/Aidan_Robbins,"Aidan Robbins (born December 22, 2000) is an American professional football running back. He played college football for the BYU Cougars, Louisville Cardinals, and UNLV Rebels. He played for the Cleveland Browns during the 2024 season.","2000 births | 21st-century American sportsmen | American football running backs | Articles with short description | BYU Cougars football players | Cleveland Browns players | Date of birth not in Wikidata | Living people | Louisville Cardinals football players | Players of American football from Louisville, Kentucky | San Antonio Brahmas players | Short description matches Wikidata | UNLV Rebels football players | Use mdy dates from June 2024"
00-0031743,Akeem Hunt,RB,Akeem Hunt,https://en.wikipedia.org/wiki/Akeem_Hunt,"Akeem Bernard Hunt (born February 22, 1993) is an American former professional football player who was a running back in the National Football League (NFL). He was signed by the New York Giants as an undrafted free agent in 2015. He played college football for the Purdue Boilermakers. He was also a member of the Baltimore Ravens, Houston Texans, Kansas City Chiefs, Orlando Apollos, Tennessee Titans, and Ottawa Redblacks.","1993 births | 21st-century American sportsmen | American football return specialists | American football running backs | Articles with short description | Baltimore Ravens players | Canadian football running backs | Houston Texans players | Kansas City Chiefs players | Living people | New York Giants players | Orlando Apollos players | Ottawa Redblacks players | Players of American football from Newton County, Georgia | Players of Canadian football from Georgia (U.S. state) | Purdue Boilermakers football players | Short description matches Wikidata | Sportspeople from Covington, Georgia | Tennessee Titans players | Use mdy dates from May 2024 | Webarchive template wayback links"
00-0033800,Akeem Judd,RB,Akeem Judd,https://en.wikipedia.org/wiki/Akeem_Judd,"Akeem  Judd (born December 11, 1992) is an American former football running back. He played college football at Ole Miss. He was signed by the Tennessee Titans as an undrafted free agent in 2017 and also spent time with the New York Jets and Green Bay Packers before announcing his retirement in August 2018.","1992 births | American football running backs | Articles with short description | Georgia Military Bulldogs football players | Green Bay Packers players | Living people | New York Jets players | Ole Miss Rebels football players | Players of American football from Durham, North Carolina | Short description is different from Wikidata | Tennessee Titans players | Use mdy dates from January 2019 | Webarchive template wayback links"
00-0034670,Akrum Wadley,RB,Akrum Wadley,https://en.wikipedia.org/wiki/Akrum_Wadley,"Akrum Wadley (born March 13, 1995) is an American former football running back. He played college football for the Iowa Hawkeyes and was signed by the Tennessee Titans of the National Football League (NFL) as an undrafted free agent in 2018.","1995 births | All Wikipedia articles written in American English | American football running backs | Articles with short description | Atlanta Legends players | Houston Roughnecks players | Iowa Hawkeyes football players | Living people | Players of American football from Newark, New Jersey | Short description matches Wikidata | Tennessee Titans players | Use American English from March 2025 | Use mdy dates from January 2024 | Weequahic High School alumni"
00-0032745,Alan Cross,RB,Alan Cross (American football),https://en.wikipedia.org/wiki/Alan_Cross_(American_football),"Alan Cross (born July 2, 1993) is an American former professional football player who was a tight end and fullback for the  Tampa Bay Buccaneers of the National Football League (NFL). He played college football for the Memphis Tigers and attended Millington Central High School in Millington, Tennessee.","1993 births | American football fullbacks | American football tight ends | Articles with short description | Living people | Memphis Tigers football players | People from Millington, Tennessee | Players of American football from Shelby County, Tennessee | Short description matches Wikidata | Tampa Bay Buccaneers players | Use mdy dates from January 2019"
